sample_no,SampleID,Method,Rt1,Rt2,QuantSN,QuantMass,QuantArea,Concentration,MolecularFormula,Monoiso_Mass,Smiles,IDLevel,Name,CAS
223,9 223,GCxGC,3.674652777777778E-3,2.2809300000000001,34,BPI(124.021813Â±3ppm),18822,61.764633496041597,C6H7NS,125.0299,CSc1ccccn1,2,"Pyridine, 2-(methylthio)-",18438-38-5
220,*2 220,GCxGC,3.674652777777778E-3,2.2902900000000002,23,BPI(79.04115Â±0.00100),35852,31.209507705097401,C6H7NS,125.0299,CSc1ccccn1,2,"Pyridine, 2-(methylthio)-",18438-38-5
219,*2 219,GCxGC,3.674652777777778E-3,2.29714999999999,14,BPI(79.04115Â±0.00100),9248,13.4403953057442,C6H7NS,125.0299,CSc1ccccn1,2,"Pyridine, 2-(methylthio)-",18438-38-5
228,not applicable,LC,3.97,LC,Qualitative,169.0736,NA,Qualitative,C8H11NO3,not applicable,Cc1ncc(CO)c(CO)c1O,3,Pyridoxine,65-23-6
221,NA,LC,6.5222268100000003,NA,NA,384.17292529999901,1153.019,NA,C21H25N3O2S,NA,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,2,Quetiapine,111974-69-7
225,NA,LC,6.5010079999999899,NA,NA,384.17329999999902,2608.269,NA,C21H25N3O2S,NA,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,2,Quetiapine,111974-69-7
219,NA,LC,6.5083050729999901,NA,NA,384.17417060000002,6904.474121,NA,C21H25N3O2S,NA,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,2,Quetiapine,111974-69-7
224,NA,LC,6.5103929999999899,NA,NA,384.17450000000002,25434.76,NA,C21H25N3O2S,NA,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,2,Quetiapine,111974-69-7
222,NA,LC,6.4999450000000003,NA,NA,384.17349999999902,4882.088,NA,C21H25N3O2S,NA,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,2,Quetiapine,111974-69-7
223,NA,LC,6.5083050729999901,NA,NA,384.17417060000002,5909.351,NA,C21H25N3O2S,NA,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,2,Quetiapine,111974-69-7
220,NA,LC,6.5083050729999901,NA,NA,384.17620929999902,249.6620026,NA,C21H25N3O2S,NA,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,2,Quetiapine,111974-69-7
221,NA,LC,3.7302873129999901,NA,NA,325.19145400000002,32598.77,NA,C20H24N2O2,NA,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,2,Quinine,130-95-0
225,NA,LC,3.7312280000000002,NA,NA,325.19130000000001,14184.4,NA,C20H24N2O2,NA,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,2,Quinine,130-95-0
219,NA,LC,3.729954958,NA,NA,325.19204389999902,52402.74609,NA,C20H24N2O2,NA,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,2,Quinine,130-95-0
224,NA,LC,3.7259009999999901,NA,NA,325.19119999999901,33194.01,NA,C20H24N2O2,NA,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,2,Quinine,130-95-0
222,NA,LC,3.7226249999999901,NA,NA,325.19119999999901,9720.662,NA,C20H24N2O2,NA,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,2,Quinine,130-95-0
223,NA,LC,3.729954958,NA,NA,325.19204389999902,49120.23,NA,C20H24N2O2,NA,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,2,Quinine,130-95-0
220,NA,LC,3.729954958,NA,NA,325.19174190000001,5154.811035,NA,C20H24N2O2,NA,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,2,Quinine,130-95-0
233,11.72,LC,NA,NA,NA,NA,NA,NA,C9H7NO,mz 144.04507,Oc1cccc2cccnc12,NA,quinolin-8-ol,148-24-3
220,NA,LC,16.37,NA,NA,331.02269999999902,NA,NA,C14H9ClF3NO3,NA,Oc1cc(Cl)cc2c1NC(=O)OC2(C#CC1CC1)C(F)(F)F,2,rac 8-Hydroxy Efavirenz,205754-32-1
222,127 222,GCxGC,7.0341435185185186E-3,2.5069400000000002,64,BPI(110.036325Â±3ppm),109812,492.39759316529899,C6H6O2,110.0368,Oc1cccc(O)c1,2,Resorcinol,108-46-3
228,not applicable,LC,24.7,LC,Qualitative,328.2398,NA,Qualitative,C22H32O2,not applicable,CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,3,retinyl acetate,127-47-9
224,548 224,GCxGC,1.5736574074074073E-2,1.9362200000000001,49,BPI(120.020598Â±3ppm),27731,85.860337236591903,C15H22O3,250.15690000000001,NA,2,"Salicylic acid, butyl ether, butyl ester",NA
234,*28 234,GCxGC,1.5736574074074073E-2,1.9337200000000001,12,BPI(120.02005Â±0.00100),10953,12.2474926073919,C15H22O3,250.15690000000001,NA,2,"Salicylic acid, butyl ether, butyl ester",NA
232,*31 232,GCxGC,1.5736574074074073E-2,1.92686,14,BPI(120.02005Â±0.00100),12633,11.357191586688099,C15H22O3,250.15690000000001,NA,2,"Salicylic acid, butyl ether, butyl ester",NA
238,*71 238,GCxGC,1.5696064814814815E-2,1.9542900000000001,18,BPI(120.02005Â±0.00100),35748,4.83,C15H22O3,250.15690000000001,NA,2,"Salicylic acid, butyl ether, butyl ester",NA
230,*47 230,GCxGC,1.5736574074074073E-2,1.9337200000000001,17,BPI(120.02005Â±0.00100),18016,3.8988653038124101,C15H22O3,250.15690000000001,NA,2,"Salicylic acid, butyl ether, butyl ester",NA
243,*59 243,GCxGC,1.5696064814814815E-2,1.9405699999999899,21,BPI(120.02005Â±0.00100),42792,2.1483528082696801,C15H22O3,250.15690000000001,NA,2,"Salicylic acid, butyl ether, butyl ester",NA
237,*60 237,GCxGC,1.5736574074074073E-2,1.92686,10,BPI(120.02005Â±0.00100),11365,1.0655353209840699,C15H22O3,250.15690000000001,NA,2,"Salicylic acid, butyl ether, butyl ester",NA
229,NA,LC,21.91,lc,Qualitative,415.27210000000002,NA,Qualitative,C25H37NO4,NA,OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1,3,Salmeterol,89365-50-4
221,NA,LC,4.3218107220000004,NA,NA,408.12524719999902,7419.614,NA,C16H15F6N5O,NA,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,2,Sitagliptin,486460-32-6
219,NA,LC,4.32446432099999,NA,NA,408.1259192,64163.59766,NA,C16H15F6N5O,NA,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,2,Sitagliptin,486460-32-6
222,NA,LC,4.321186,NA,NA,408.12490000000003,715.8204,NA,C16H15F6N5O,NA,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,2,Sitagliptin,486460-32-6
223,NA,LC,4.32446432099999,NA,NA,408.1259192,4366.039,NA,C16H15F6N5O,NA,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,2,Sitagliptin,486460-32-6
220,NA,LC,4.32446432099999,NA,NA,408.12530290000001,4891.208496,NA,C16H15F6N5O,NA,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,2,Sitagliptin,486460-32-6
221,NA,LC,1.757457018,NA,NA,273.12691819999901,1826.017,NA,C12H20N2O3S,NA,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,2,Sotalol,3930-20-9
225,NA,LC,1.756945,NA,NA,273.12720000000002,8461.867,NA,C12H20N2O3S,NA,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,2,Sotalol,3930-20-9
219,NA,LC,1.7605850700000001,NA,NA,273.12694900000002,4957.058594,NA,C12H20N2O3S,NA,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,2,Sotalol,3930-20-9
222,NA,LC,1.749341,NA,NA,273.1268,3304.614,NA,C12H20N2O3S,NA,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,2,Sotalol,3930-20-9
223,NA,LC,1.7605850700000001,NA,NA,273.12694900000002,2798.79,NA,C12H20N2O3S,NA,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,2,Sotalol,3930-20-9
220,NA,LC,1.7605850700000001,NA,NA,273.127048,2895.316162,NA,C12H20N2O3S,NA,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,2,Sotalol,3930-20-9
222,NA,LC,24.69,NA,NA,284.27179999999902,NA,NA,C18H36O2,NA,CCCCCCCCCCCCCCCCCC(O)=O,2,stearic acid,57-11-4
220,NA,LC,24.71,NA,NA,284.27190000000002,NA,NA,C18H36O2,NA,CCCCCCCCCCCCCCCCCC(O)=O,2,stearic acid,57-11-4
228,not applicable,LC,23.39,LC,Qualitative,284.27159999999901,NA,Qualitative,C18H36O2,not applicable,CCCCCCCCCCCCCCCCCC(O)=O,3,stearic acid,57-11-4
229,*43 229,GCxGC,2.1969907407407407E-2,1.72115,619,BPI(58.06468Â±0.00100),3824507,1717.17079197729,C17H25NO4,307.17840000000001,CC(C)c1ccc(OC(=O)CCC(=O)OCCN(C)C)cc1,2,"Succinic acid, 2-(dimethylamino)ethyl 4-isopropylphenyl ester",NA
224,*56 224,GCxGC,2.1807986111111111E-2,1.7348600000000001,133,BPI(58.06468Â±0.00100),206924,695.39793387596501,C17H25NO4,307.17840000000001,CC(C)c1ccc(OC(=O)CCC(=O)OCCN(C)C)cc1,2,"Succinic acid, 2-(dimethylamino)ethyl 4-isopropylphenyl ester",NA
231,*42 231,GCxGC,2.1969907407407407E-2,1.74857,70,BPI(58.06468Â±0.00100),72946,225.79573759703601,C17H25NO4,307.17840000000001,CC(C)c1ccc(OC(=O)CCC(=O)OCCN(C)C)cc1,NA,"Succinic acid, 2-(dimethylamino)ethyl 4-isopropylphenyl ester",NA
228,1351 228,GCxGC,2.1929398148148149E-2,1.728,655,BPI(58.065231Â±3ppm),691855,181.77691993669299,C17H25NO4,307.17840000000001,CC(C)c1ccc(OC(=O)CCC(=O)OCCN(C)C)cc1,2,"Succinic acid, 2-(dimethylamino)ethyl 4-isopropylphenyl ester",NA
234,*36 234,GCxGC,2.2010300925925926E-2,1.7142900000000001,136,BPI(58.06468Â±0.00100),244073,161.66922566380401,C17H25NO4,307.17840000000001,CC(C)c1ccc(OC(=O)CCC(=O)OCCN(C)C)cc1,2,"Succinic acid, 2-(dimethylamino)ethyl 4-isopropylphenyl ester",NA
243,NA,LC,16.72,NA,NA,314.08330000000001,NA,NA,C15H14N4O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,2,Sulfaphenazole,526-08-9
220,NA,LC,8.25,NA,NA,249.057099999999,NA,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
221,NA,LC,3.15240099999999,NA,NA,250.065,17134.43,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
225,NA,LC,3.15240099999999,NA,NA,250.065,11589.98,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
219,NA,LC,3.15240099999999,NA,NA,250.065,60095.42,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
224,NA,LC,3.15240099999999,NA,NA,250.065,478.9134,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
222,NA,LC,3.15240099999999,NA,NA,250.065,2112.448,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
223,NA,LC,3.15240099999999,NA,NA,250.065,2797.583,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
220,NA,LC,3.15240099999999,NA,NA,250.065,13610.77,NA,C11H11N3O2S,NA,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,2,Sulfapyridine,144-83-2
220,NA,LC,11.72,NA,NA,308.03590000000003,NA,NA,C14H12O6S,NA,COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1,2,sulisobenzone,4065-45-6
219,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Sulisobenzone,4065-45-6
221,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sulisobenzone,4065-45-6
223,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sulisobenzone,4065-45-6
220,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sulisobenzone,4065-45-6
221,NA,LC,1.809404373,NA,NA,342.14805130000002,17853.36,NA,C15H23N3O4S,NA,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O,2,Sulpiride,15676-16-1
219,NA,LC,1.8112505670000001,NA,NA,342.14865320000001,44322.375,NA,C15H23N3O4S,NA,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O,2,Sulpiride,15676-16-1
223,NA,LC,1.8112505670000001,NA,NA,342.14865320000001,2040.649,NA,C15H23N3O4S,NA,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O,2,Sulpiride,15676-16-1
220,NA,LC,1.8112505670000001,NA,NA,342.14738210000002,2736.316162,NA,C15H23N3O4S,NA,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O,2,Sulpiride,15676-16-1
221,NA,LC,2.0016889569999901,NA,NA,296.14302190000001,3199.746,NA,C14H21N3O2S,NA,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,2,Sumatriptan,103628-46-2
225,NA,LC,2.0016669999999901,NA,NA,296.1431,1457.061,NA,C14H21N3O2S,NA,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,2,Sumatriptan,103628-46-2
219,NA,LC,2.0060231690000001,NA,NA,296.14360929999901,2630.748047,NA,C14H21N3O2S,NA,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,2,Sumatriptan,103628-46-2
224,NA,LC,2.0069189999999901,NA,NA,296.14350000000002,15560.29,NA,C14H21N3O2S,NA,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,2,Sumatriptan,103628-46-2
222,NA,LC,1.9983569999999899,NA,NA,296.1429,496.1331,NA,C14H21N3O2S,NA,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,2,Sumatriptan,103628-46-2
223,NA,LC,2.0060231690000001,NA,NA,296.14360929999901,1136.815,NA,C14H21N3O2S,NA,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,2,Sumatriptan,103628-46-2
220,NA,LC,2.0060231690000001,NA,NA,296.14298050000002,2065.841797,NA,C14H21N3O2S,NA,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,2,Sumatriptan,103628-46-2
221,NA,LC,8.7200659999999903,NA,NA,515.24609999999905,20636.53,NA,C33H30N4O2,NA,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,2,Telmisartan,144701-48-4
219,NA,LC,8.7200659999999903,NA,NA,515.24609999999905,592154.4,NA,C33H30N4O2,NA,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,2,Telmisartan,144701-48-4
222,NA,LC,8.7200659999999903,NA,NA,515.24609999999905,1750.641,NA,C33H30N4O2,NA,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,2,Telmisartan,144701-48-4
223,NA,LC,8.7200659999999903,NA,NA,515.24609999999905,43411.83,NA,C33H30N4O2,NA,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,2,Telmisartan,144701-48-4
220,NA,LC,8.7200659999999903,NA,NA,515.24609999999905,50483.88,NA,C33H30N4O2,NA,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,2,Telmisartan,144701-48-4
232,369 232,GCxGC,1.1891319444444444E-2,2.3860999999999901,48,BPI(123.044097Â±3ppm),91454,101.638328187643,C10H14O2,166.0994,CC(C)(C)c1cc(O)ccc1O,3,tert-Butylhydroquinone,1948-33-0
230,851 230,GCxGC,1.1850810185185185E-2,2.40686,104,BPI(123.044120Â±3ppm),470758,87.7349107743199,C10H14O2,166.0994,CC(C)(C)c1cc(O)ccc1O,2,tert-Butylhydroquinone,1948-33-0
234,*21 234,GCxGC,1.1891319444444444E-2,2.38628999999999,25,BPI(123.04355Â±0.00100),51999,67.356522989417599,C10H14O2,166.0994,CC(C)(C)c1cc(O)ccc1O,3,tert-Butylhydroquinone,1948-33-0
229,659 229,GCxGC,1.1850810185185185E-2,2.40164,110,BPI(123.044135Â±3ppm),218571,62.1999852276778,C10H14O2,166.0994,CC(C)(C)c1cc(O)ccc1O,2,tert-Butylhydroquinone,1948-33-0
228,612 228,GCxGC,1.1850810185185185E-2,2.40686,119,BPI(123.044053Â±3ppm),210470,61.539194761083799,C10H14O2,166.0994,CC(C)(C)c1cc(O)ccc1O,2,tert-Butylhydroquinone,1948-33-0
223,NA,LC,19.52,NA,NA,228.2088,NA,NA,C14H28O2,NA,CCCCCCCCCCCCCC(O)=O,2,Tetradecanoic acid,544-63-8
232,613 232,GCxGC,1.630324074074074E-2,1.5634300000000001,771,BPI(117.036570Â±3ppm),2763185,2484.13056553968,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
231,725 231,GCxGC,1.630324074074074E-2,1.5634300000000001,715,BPI(117.036652Â±3ppm),3002466,1889.92933220849,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,NA,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
234,560 234,GCxGC,1.630324074074074E-2,1.5634300000000001,716,BPI(117.036564Â±3ppm),1651988,1847.23005729026,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
233,631 233,GCxGC,1.630324074074074E-2,1.55657,1130,BPI(117.036664Â±3ppm),2417073,1625.96922026266,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
224,576 224,GCxGC,1.6262731481481482E-2,1.57029,605,BPI(117.036724Â±3ppm),457090,1415.2357126491499,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
229,*33 229,GCxGC,1.6262731481481482E-2,1.57029,453,BPI(117.03615Â±0.00100),2992532,888.19983852298901,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
228,*39 228,GCxGC,1.6262731481481482E-2,1.57029,525,BPI(117.03615Â±0.00100),2294719,600.58965758729505,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
222,346 222,GCxGC,1.6262731481481482E-2,1.57029,135,BPI(117.036755Â±3ppm),74570,357.81239728548098,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
220,508 220,GCxGC,1.6262731481481482E-2,1.57029,286,BPI(117.036680Â±3ppm),180849,203.305060452253,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
225,195 225,GCxGC,1.6262731481481482E-2,1.5695600000000001,28,BPI(117.036687Â±3ppm),15385,37.640755261693101,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
219,*25 219,GCxGC,1.6262731481481482E-2,1.57029,13,BPI(117.03615Â±0.00100),11262,20.8096971488756,C17H36O2Si,300.24849999999901,CCCCCCCCCCCCCC(=O)O[Si](C)(C)C,2,"Tetradecanoic acid, trimethylsilyl ester",18603-17-3
221,NA,LC,19,NA,NA,294.18700000000001,NA,NA,C14H30O4S,NA,CCCCCCCCCCCCCCOS(O)(=O)=O,2,Tetradecyl sulfate,4754-44-3
228,not applicable,LC,12.51,LC,Qualitative,170.093999999999,NA,Qualitative,C9H14O3,not applicable,CC(=C)C(=O)OCC1CCCO1,3,Tetrahydrofurfuryl methacrylate,2455-24-5
231,2.02,LC,na,lc,NA,NA,NA,NA,C10H10O,mz 145.06517,O=C1CCCc2ccccc12,3,Tetralinone,529-34-0
221,NA,LC,3.7395334240000002,NA,NA,264.19604759999902,109457.2,NA,C16H25NO2,NA,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,2,Tramadol,27203-92-5
225,NA,LC,3.7396660000000002,NA,NA,264.19580000000002,18933.06,NA,C16H25NO2,NA,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,2,Tramadol,27203-92-5
219,NA,LC,3.7434451580000001,NA,NA,264.19601189999901,44751.54297,NA,C16H25NO2,NA,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,2,Tramadol,27203-92-5
224,NA,LC,3.7389429999999901,NA,NA,264.1961,18329.16,NA,C16H25NO2,NA,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,2,Tramadol,27203-92-5
222,NA,LC,3.7376399999999901,NA,NA,264.19600000000003,9043.555,NA,C16H25NO2,NA,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,2,Tramadol,27203-92-5
223,NA,LC,3.7434451580000001,NA,NA,264.19601189999901,28960.55,NA,C16H25NO2,NA,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,2,Tramadol,27203-92-5
220,NA,LC,3.7434451580000001,NA,NA,264.19601899999901,38199.32813,NA,C16H25NO2,NA,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,2,Tramadol,27203-92-5
224,154 224,GCxGC,7.3579861111111103E-3,1.8240000000000001,117,BPI(57.069968Â±3ppm),260713,744.69853638472102,C12H22O2,198.16200000000001,CC(O)=O.CC(C)(C)[C@@H]1CC[C@@H](O)CC1,2,trans-4-tert-butylcyclohexyl acetate,1900-69-2
225,75 225,GCxGC,7.3579861111111103E-3,1.8279300000000001,19,BPI(57.069974Â±3ppm),25440,78.386664407092994,C12H22O2,198.16200000000001,CC(O)=O.CC(C)(C)[C@@H]1CC[C@@H](O)CC1,2,trans-4-tert-butylcyclohexyl acetate,1900-69-2
238,*24 238,GCxGC,7.3579861111111103E-3,1.8240000000000001,11,BPI(57.06945Â±0.00100),76076,8.84,C12H22O2,198.16200000000001,CC(O)=O.CC(C)(C)[C@@H]1CC[C@@H](O)CC1,2,trans-4-tert-butylcyclohexyl acetate,1900-69-2
231,*5 231,GCxGC,4.2817129629629629E-3,1.68686,525,BPI(67.05375Â±0.00100),2796538,1593.1254026731301,C11H20,152.156499999999,CC1CCC2CCCCC2C1,NA,"trans-Decalin, 2-methyl-",958-76-1
234,54 234,GCxGC,4.2817129629629629E-3,1.66303,23,BPI(67.054320Â±3ppm),29460,33.889024373409598,C11H20,152.156499999999,CC1CCC2CCCCC2C1,2,"trans-Decalin, 2-methyl-",958-76-1
238,*5 238,GCxGC,4.2413194444444443E-3,1.6525700000000001,10,BPI(67.05375Â±0.00100),35726,9.18,C11H20,152.156499999999,CC1CCC2CCCCC2C1,2,"trans-Decalin, 2-methyl-",958-76-1
222,*27 222,GCxGC,8.288888888888889E-3,2.16685999999999,31,BPI(43.01735Â±0.00100),56548,225.38053990412899,C9H14O6,218.07900000000001,CC(=O)OCC(COC(C)=O)OC(C)=O,2,Triacetin,102-76-1
223,110 223,GCxGC,8.288888888888889E-3,2.16222,47,BPI(43.017844Â±3ppm),46993,113.71979624184701,C9H14O6,218.07900000000001,CC(=O)OCC(COC(C)=O)OC(C)=O,3,Triacetin,102-76-1
219,128 219,GCxGC,8.288888888888889E-3,2.1731699999999901,39,BPI(43.017869Â±3ppm),59703,73.233648986801398,C9H14O6,218.07900000000001,CC(=O)OCC(COC(C)=O)OC(C)=O,2,Triacetin,102-76-1
220,181 220,GCxGC,8.288888888888889E-3,2.1531500000000001,56,BPI(43.017816Â±3ppm),97676,69.851395225767703,C9H14O6,218.07900000000001,CC(=O)OCC(COC(C)=O)OC(C)=O,2,Triacetin,102-76-1
238,*29 238,GCxGC,8.288888888888889E-3,2.16685999999999,25,BPI(43.01735Â±0.00100),74737,12.07,C9H14O6,218.07900000000001,CC(=O)OCC(COC(C)=O)OC(C)=O,2,Triacetin,102-76-1
243,*23 243,GCxGC,8.288888888888889E-3,2.1737199999999901,46,BPI(43.01735Â±0.00100),173820,7.40762241619161,C9H14O6,218.07900000000001,CC(=O)OCC(COC(C)=O)OC(C)=O,2,Triacetin,102-76-1
237,*19 237,GCxGC,8.288888888888889E-3,2.1531500000000001,17,BPI(43.01735Â±0.00100),56097,4.75899552337816,C9H14O6,218.07900000000001,CC(=O)OCC(COC(C)=O)OC(C)=O,2,Triacetin,102-76-1
224,148 224,GCxGC,7.1960648148148149E-3,2.2080000000000002,106,BPI(66.046464Â±3ppm),433832,1239.1942689350201,C10H14O,150.1045,OC1C2CCC1C3C=CCC23,3,"tricyclo[5.2.1.0(2,6)]dec-3-en-10-ol",39852-87-4
222,*25 222,GCxGC,7.1960648148148149E-3,2.2080000000000002,41,BPI(66.04595Â±0.00100),53572,213.51924530918799,C10H14O,150.1045,OC1C2CCC1C3C=CCC23,3,"tricyclo[5.2.1.0(2,6)]dec-3-en-10-ol",39852-87-4
220,NA,LC,7,NA,NA,113.9928,NA,NA,C2HF3O2,NA,OC(=O)C(F)(F)F,2,Trifluoroacetic acid,76-05-1
221,NA,LC,2.5532975200000001,NA,NA,291.14515790000002,5831.002,NA,C14H18N4O3,NA,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,2,Trimethoprim,738-70-5
